IDNR,INTERVIEW_MODE,BROWSERNAME,BROWSERVERSION,BROWSEROS,BROWSERMOBILE,S00_SPRACHE,S01_SEX,S02,S02_AGEGRP,S031_AGGLOMERATIONSGROESSENKLASSE,S032_GEMEINDETYPOLOGIE,S033_KANTON,S034_REGIONEN,S035_STADTLAND,S036_GROSSREGIONEN,K00,F01_01,F01_02,F01_03,F02_01,F02_02,F02_03,F02_04,F02_05,F03,F04_01,F04_02,F04_03,F04_04,F04_05,F04_06,A01,A02_01,A02_02,A02_03,A02_04,A03_01,A03_02,A03_03,A03_04,A03_05,A03_06,A03_07,A03_08,A04,A05,A06,A07_01,A07_02,A07_03,A08_01,A08_02,A08_03,A08_04,A08_05,A08_06,A08_07,A08_08,A08_09,A08_09_OTH,A09_01,A09_02,A09_03,A09_04,A09_05,A09_06,A09_07,A10,A10_WNKA,A11_01,A11_02,A11_03,A11_04,A11_05,A11_06,A11_07,A11_08,A11_09,A11_98,A11_99,A12_01,A12_02,A12_03,A12_04,A12_05,A12_06,A12_07,A13_01,A13_02,A13_03,A13_04,A13_05,A13_06,A14_01,A14_02,A14_03,A14_04,A14_05,A14_06,A14_07,A14_98,A14_99,A16_01,A16_02,A16_03,A16_98,A16_99,A16_SEQUENCE,A17,A17_WNKA,A18_01,A18_02,A18_03,A18_98,A18_99,A18_SEQUENCE,A19_01,A19_02,A19_03,A19_98,A19_99,A19_SEQUENCE,A20A_01,A20A_02,A20A_03,A20A_98,A20A_99,A20A_SEQUENCE,A20B_01,A20B_02,A20B_03,A20B_98,A20B_99,A20B_SEQUENCE,A20C_01,A20C_02,A20C_03,A20C_98,A20C_99,A20C_SEQUENCE,A21,A21_TIME,A22_01,A22_02,A22_03,A22_04,A22_05,A22_98,A22_99,A22_TIME,A23_01,A23_02,A23_03,A23_04,A23_05,A23_TIME,A24_01,A24_02,A24_03,A24_04,A24_05,A24_98,A24_99,A24_TOTAL,A24_TIME,A25_01,A25_02,A25_03,A25_04,A25_98,A25_99,A25_SEQUENCE,F05A_01,F05A_02,F05A_03,F05A_04,F05A_05,F05A_06,F05B_01,F05B_02,F06,K01,K02,K03,K04,K06,K07,K07_WNKA,K08,K08_WNKA,INTERVIEWSTART,INTERVIEWENDE,DAUER,ID_Subjekt,Geschlecht,Nationalitaet,Einwohnerstatus,Zivilstand,GEBMONATJAHR,AlterZP,Gebiet,Anzahl_Personen_Haushalt,Haushaltsform
1514571,1,Safari,15.6,Mac,2,1,1,43,2,4,12,19,1,1,3,1,1,2,2,4,3,3,3,3,1,10,10,3,5,8,6,7,1,1,1,5,8,8,8,7,10,5,10,10,4,6,6,1,2,1,4,4,5,5,5,5,4,5,4,,3,1,4,3,2,3,4,die Autos,100,0,0,0,1,0,1,1,0,0,0,0,4,5,4,4,5,4,5,5,3,5,3,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,3;1;2,,99,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,2;1;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,20,1,0,0,1,1,0,0,30,3,4,3,5,5,29,0,1,0,0,1,0,0,CHF 50000.00,42,1,1,1,1,0,0,1;3;2;4,5,4,5,4,5,4,5,1,4,11,1,1,2,1,,98,,99,10.01.2023 20:01,10.01.2023 20:31,1572,197054,männlich,Schweiz,Niederlassung CH,verheiratet,2.1979,43,Zelgli,2,Paar-/Zwei-Personenhaushalt
1514573,1,,,,2,1,1,46,2,4,12,19,1,1,3,1,2,2,1,4,3,3,4,4,1,8,3,99,99,9,9,8,1,1,1,5,9,9,9,6,8,2,10,10,4,6,6,1,2,98,4,5,5,5,5,5,4,5,99,,3,1,5,3,2,4,3,Hallenbad; Zurlindensteg schmal; Brücke Nord-Telli,100,1,0,0,0,0,1,1,0,0,0,0,4,5,4,3,4,3,4,5,1,5,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,Akzeptanz in Bevölkerung,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,20,1,0,0,0,1,0,0,18,5,3,3,4,5,29,1,0,0,0,1,0,0,CHF 45000.00,11,1,1,1,1,0,0,2;1;3;4,5,5,4,5,5,4,2,1,2,13,1,1,1,1,,98,,99,10.01.2023 20:01,10.01.2023 20:31,1398,185473,männlich,Schweiz,Niederlassung CH,verheiratet,4.1976,46,Scheibenschachen,4,Mehrpersonen-Haushalt mit Kinder
1514578,1,iPhone,16.1,iOS,1,1,1,24,1,4,12,19,1,1,3,1,2,0,1,4,4,3,3,3,5,7,10,3,4,6,4,11,1,1,2,4,7,5,5,5,5,3,8,7,5,5,4,98,2,2,5,5,4,4,4,5,4,5,5,Förderung Jugend & Jungerwachsene,4,3,99,2,2,2,3,Sicherheitskontrolle an falschen Orten.,100,1,0,0,0,1,0,0,0,1,0,0,4,3,3,3,4,4,4,4,4,5,4,3,2,1,0,1,0,0,1,0,0,0,1,1,1,0,0,3;1;2,,99,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;2;1,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,4,33,1,1,0,1,0,0,0,31,4,4,2,5,2,56,1,1,0,1,0,0,0,CHF 30000.00,29,0,0,0,1,0,0,4,5,3,3,5,4,5,2,97,2,99,1,99,2,1,,97,Auf ein Gespräch würde ich freuen.,100,10.01.2023 20:02,10.01.2023 20:45,2390,174708,männlich,Schweiz,Gemeindebürger,ledig,11.1998,24,Ausserfeld,3,Mehrpersonen-Haushalt ohne Kinder
1514589,1,iPhone,16.1,iOS,1,1,2,28,1,4,12,19,1,1,3,1,99,2,2,4,3,3,3,3,2,9,9,9,3,4,2,4,2,1,1,1,3,3,2,4,8,1,1,3,5,5,5,1,2,1,4,4,4,5,4,4,4,4,1,,1,2,2,3,1,2,4,Kultur! Clubs…,100,1,0,0,1,1,0,0,0,0,0,0,4,5,5,4,5,4,5,5,1,5,3,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1;3;2,,98,1,1,1,0,0,1;3;2,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,4,8,1,0,0,1,1,0,0,14,4,4,5,5,5,13,1,1,0,1,0,0,0,CHF 30000.00,19,1,1,1,1,0,0,2;3;4;1,5,5,5,5,5,5,5,1,3,12,1,1,2,2,,#NULL!,,99,10.01.2023 20:04,10.01.2023 20:13,550,204071,weiblich,Schweiz,Niederlassung CH,ledig,9.1995,27,Scheibenschachen,2,Paar-/Zwei-Personenhaushalt
1514593,1,Firefox,108,Android,1,1,1,57,3,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,4,4,2,4,5,8,8,57,1,1,1,4,8,8,9,5,7,5,8,8,5,6,6,98,2,2,3,4,4,4,4,4,3,4,99,,3,1,4,3,2,2,4,,97,1,0,0,0,1,1,0,0,0,0,0,3,3,3,3,3,3,4,4,2,5,2,99,99,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3;1;2,,99,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,0,0,0,0,1,,5,28,0,0,0,0,1,0,0,39,4,4,3,3,5,36,0,1,0,0,1,0,0,CHF 50000.00,20,0,0,0,0,1,0,,5,5,5,5,5,5,5,1,4,5,1,1,2,2,,#NULL!,,99,10.01.2023 20:05,10.01.2023 20:30,1468,2917,männlich,Schweiz,Ortsbürger/in,ledig,2.1966,56,Innenstadt,2,Paar-/Zwei-Personenhaushalt
1514595,1,Chrome,102,Android,1,1,2,32,1,4,12,19,1,1,3,1,2,2,2,3,3,2,3,2,2,4,5,3,6,5,4,3,2,98,98,5,7,7,7,5,9,4,9,7,5,5,5,1,2,2,4,4,5,5,3,4,3,4,99,,3,2,4,2,2,3,4,Mit nur 50 Zeichen hier ein Problem zu beschreiben,100,0,0,0,1,0,1,0,0,1,0,0,3,3,3,3,3,3,4,4,2,5,4,4,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3;1;2,Akzeptanz in Bevölkerung,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,18,1,1,0,1,1,0,0,20,3,4,1,4,5,27,1,1,0,1,0,0,0,CHF 30000.00,37,1,1,1,1,0,0,2;3;1;4,5,4,4,5,5,5,4,1,4,13,2,1,2,1,,98,,99,10.01.2023 20:05,10.01.2023 20:31,1211,37407,weiblich,Schweiz,Niederlassung CH,ledig,12.1990,31,Zelgli,2,Paar-/Zwei-Personenhaushalt
1514608,1,iPad,12.1,iOS,2,1,1,50,2,4,12,19,1,1,3,1,2,2,1,3,2,3,3,3,99,4,0,6,6,6,6,2,1,1,2,4,6,6,7,6,1,1,8,8,2,5,5,2,2,2,4,5,4,3,5,5,5,98,98,,99,1,2,4,4,1,2,Zuviel und zu lauter Verkehr auf Hauptstrasse Rohr,100,1,0,0,0,0,1,1,0,0,0,0,99,99,99,4,5,5,3,4,99,5,1,5,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,,99,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,5,24,0,1,0,1,1,0,0,24,1,4,2,4,5,25,0,1,0,0,1,0,0,CHF 50000.00,32,0,0,0,0,0,1,,5,5,5,5,5,5,1,4,1,13,1,2,1,2,,#NULL!,Zu viele Fragen.,100,10.01.2023 20:13,10.01.2023 20:46,1391,50529808,männlich,Schweiz,Niederlassung CH,geschieden,1.1969,53,Quellhölzli,1,Einzelhaushalt
1514611,1,iPhone,16.2,iOS,1,1,2,36,2,4,12,19,1,1,3,1,2,2,1,2,2,2,2,2,3,3,0,5,99,5,99,10,1,1,1,5,6,6,6,6,5,3,8,3,4,6,6,1,2,2,4,4,5,3,4,4,4,4,99,,3,2,4,4,2,2,2,,97,0,0,0,1,0,1,0,0,1,0,0,4,4,5,3,4,4,4,4,1,3,2,1,5,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1;3;2,Fairness und Zufriedenheit.,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,47,1,1,0,1,1,0,0,16,2,4,1,3,5,45,1,1,0,1,0,0,0,CHF 30000.00,59,1,1,1,1,0,0,2;3;1;4,4,4,4,4,4,4,4,2,3,11,1,1,2,1,,97,,99,10.01.2023 20:15,10.01.2023 20:45,1625,164194,weiblich,Schweiz,Niederlassung CH,ledig,12.1986,36,Altstadt,2,Paar-/Zwei-Personenhaushalt
1514615,1,Firefox,108,Windows,2,1,1,20,1,4,12,19,1,1,3,1,2,2,1,3,2,3,3,3,7,5,3,4,6,7,4,20,1,1,1,4,4,7,3,8,6,2,8,6,3,4,6,2,2,2,4,4,4,2,3,3,5,2,99,,2,4,4,4,5,2,4,,98,0,1,0,0,0,0,1,0,1,0,0,4,4,5,4,2,2,2,5,1,4,4,2,4,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1;3;2,,99,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,16,1,0,1,0,1,0,0,10,5,2,3,2,4,20,1,0,0,0,1,0,0,CHF 45000.00,21,1,1,1,1,0,0,3;4;1;2,5,5,5,5,5,5,1,3,2,8,1,1,2,1,,97,,99,10.01.2023 20:17,10.01.2023 20:31,785,4017319,männlich,Schweiz,Niederlassung CH,ledig,4.2002,20,Ausserfeld,5,Mehrpersonen-Haushalt ohne Kinder
1514617,1,Chrome,102,Linux,2,1,1,62,3,4,12,19,1,1,3,1,1,1,-1,3,4,3,4,3,7,7,2,4,4,4,6,55,2,2,1,4,6,6,6,6,4,4,7,7,5,99,99,2,2,2,4,3,3,3,4,4,99,3,99,,99,4,4,3,99,1,5,,97,0,0,1,0,0,0,1,1,0,0,0,4,4,4,4,4,4,3,2,1,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,15,0,0,1,0,1,0,0,30,1,2,4,1,5,29,0,0,0,0,1,0,0,CHF 40000.00,16,0,0,0,0,0,1,,5,5,3,4,5,5,4,1,2,5,1,1,1,2,,#NULL!,,99,10.01.2023 20:18,10.01.2023 21:51,5411,4014765,männlich,Schweiz,Niederlassung CH,verheiratet,6.1960,62,Siebenmatten,2,Paar-/Zwei-Personenhaushalt
1514621,1,Chrome,108,Windows,2,1,2,44,2,4,12,19,1,1,3,1,2,2,2,4,4,4,4,3,4,9,9,5,7,7,7,16,2,2,2,5,7,7,7,6,8,4,9,5,4,6,6,1,2,1,5,5,5,4,5,4,4,4,5,Reduktion Verkehr,3,3,3,3,3,2,3,Verkehr,100,1,1,0,1,0,0,0,0,0,0,0,4,4,4,3,4,4,4,4,3,5,2,3,3,1,0,1,1,1,1,0,0,0,0,0,1,0,0,3,weil am meisten Wähler. Wähler sind entscheidend.,100,1,1,1,0,0,3;1;2,1,0,0,0,0,1,0,0,1,0,0,3,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,5,33,0,0,0,1,0,0,0,7,4,4,4,5,5,20,0,1,0,0,1,0,0,CHF 50000.00,40,1,0,0,0,0,0,1,5,4,4,5,5,1,5,2,4,10,1,1,1,2,,#NULL!,zu kompliziert,100,10.01.2023 20:19,10.01.2023 20:44,1465,144094,weiblich,Schweiz,Niederlassung CH,verheiratet,3.1978,44,Gönhard,4,Mehrpersonen-Haushalt mit Kinder
1514623,1,Chrome,108,Android,1,1,1,60,3,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,3,9,6,4,4,6,6,14,1,1,2,5,7,5,7,4,5,2,7,7,5,5,5,1,2,1,3,4,5,4,4,5,3,5,5,Keine Einsprachen nach Abstimmungen,3,1,4,3,2,3,4,Verkehrsführung,100,1,0,0,0,0,1,1,0,0,0,0,3,4,3,2,3,3,4,4,1,5,2,3,2,1,1,0,0,0,1,0,0,0,1,1,1,0,0,3;1;2,Allgemeine Zufriedenheit,100,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,2,24,1,1,1,0,0,0,0,14,4,5,4,2,3,17,1,0,1,1,0,0,0,CHF 50000.00,27,1,1,1,1,0,0,2;1;3;4,5,5,5,5,5,5,5,1,4,8,1,1,2,1,,98,,99,10.01.2023 20:19,12.01.2023 22:02,1195,160629,männlich,Schweiz,Niederlassung CH,geschieden,2.1962,60,Binzenhof,2,Paar-/Zwei-Personenhaushalt
1514636,1,Firefox,108,Windows,2,1,1,36,2,4,12,19,1,1,3,1,2,2,1,4,3,3,4,4,2,9,7,6,3,7,7,2,1,1,1,5,7,7,7,7,9,1,9,7,4,5,5,1,2,1,4,4,4,5,4,4,4,4,99,,3,2,4,1,2,2,3,,97,1,1,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,3,4,2,2,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1;3;2,Meiste Stimmen ist demokratisch.,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,3,18,1,0,1,1,0,0,0,32,2,4,5,5,3,28,1,0,1,1,0,0,0,CHF 50000.00,23,1,1,1,1,0,0,4;2;3;1,4,4,3,4,5,3,1,3,1,13,2,3,1,1,,98,,99,10.01.2023 20:23,10.01.2023 20:43,1097,50536903,männlich,Schweiz,Niederlassung CH,verheiratet,10.1986,36,Altstadt,3,Mehrpersonen-Haushalt mit Kinder
1514640,1,Chrome,108,Android,1,1,1,57,3,4,12,19,1,1,3,1,2,2,2,4,3,3,4,4,3,9,10,4,4,8,8,23,1,1,1,5,8,8,8,1,8,1,10,8,5,6,6,1,2,1,4,4,5,4,4,4,3,4,5,Inklusion,3,1,5,3,1,1,5,Ich lebe Aarau,100,1,0,0,1,0,1,0,0,0,0,0,1,4,4,3,5,5,5,5,1,5,1,3,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,3,demokratischer prozess akzeptiert,100,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,4,42,1,1,0,1,0,0,0,31,2,3,3,5,2,63,1,1,0,1,0,0,0,CHF 30000.00,36,0,1,1,1,0,0,4;3;2,5,5,5,5,5,5,1,4,2,8,1,1,2,1,,97,,99,10.01.2023 20:25,10.01.2023 21:01,1872,109724,männlich,Schweiz,Niederlassung CH,ledig,7.1965,57,Schachen,2,Paar-/Zwei-Personenhaushalt
1514644,1,Chrome,108,iOS,1,1,2,31,1,4,12,19,1,1,3,1,2,-2,2,3,3,3,3,3,0,8,6,7,6,8,10,5,4,4,1,5,10,10,10,99,10,0,10,99,5,7,6,1,1,1,3,4,5,5,4,4,4,3,99,,2,1,5,3,1,1,5,,98,0,0,1,0,1,0,1,0,0,0,0,2,3,5,3,4,4,5,5,5,5,1,4,4,1,0,0,1,1,0,0,0,0,1,1,1,0,0,3;1;2,,98,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,17,1,1,0,1,1,0,0,15,2,3,1,4,5,26,0,1,0,0,1,0,0,CHF 50000.00,10,1,1,1,1,0,0,3;2;1;4,5,5,5,5,5,5,5,1,4,8,1,1,2,1,,97,,99,10.01.2023 20:26,10.01.2023 20:40,819,188268,weiblich,Schweiz,Niederlassung CH,ledig,11.1991,31,Telli,2,Paar-/Zwei-Personenhaushalt
1514651,1,Opera,89,Mac,2,2,1,16,1,4,12,19,1,1,3,2,1,2,0,3,2,2,3,4,8,7,7,4,3,2,6,16,1,1,1,5,4,4,4,6,7,3,6,6,3,3,5,2,98,2,4,5,3,3,3,5,4,98,99,,2,4,1,2,4,2,4,,98,1,0,0,0,0,0,1,1,0,0,0,4,4,4,3,4,3,4,5,1,2,2,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1;3;2,,99,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,15,1,0,0,0,1,0,0,18,4,2,3,4,5,25,1,0,0,0,1,0,0,CHF 45000.00,22,1,1,1,1,0,0,3;4;2;1,5,4,5,4,4,5,3,1,2,3,1,1,2,1,,98,,99,10.01.2023 20:29,10.01.2023 20:53,1439,142530,männlich,Schweiz,Niederlassung CH,ledig,4.2006,16,Rössligut,9,Mehrpersonen-Haushalt mit Kinder
1514657,1,Chrome,108,Android,1,1,1,54,2,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,3,8,8,10,10,8,9,20,3,4,3,5,9,7,7,4,4,0,8,5,4,6,6,1,1,1,4,5,5,3,3,4,3,3,99,,2,1,4,4,4,4,5,,97,0,0,1,0,0,1,1,0,0,0,0,2,4,4,2,3,3,4,99,1,5,3,4,4,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,32,0,0,1,0,1,0,0,37,2,4,4,3,5,34,0,0,0,0,1,0,0,CHF 40000.00,25,1,1,1,1,0,0,3;2;1;4,5,5,5,5,5,5,5,1,3,13,1,1,1,1,,98,,99,10.01.2023 20:30,10.01.2023 20:56,1479,4017113,männlich,Schweiz,Ortsbürger/in,verheiratet,2.1968,54,Ausserfeld,4,Mehrpersonen-Haushalt ohne Kinder
1514658,1,iPhone,16.1,iOS,1,1,2,67,3,4,12,19,1,1,3,1,2,2,1,4,4,4,3,3,3,7,7,7,7,7,7,47,2,3,3,5,7,7,6,6,6,4,8,7,5,5,5,1,2,2,4,4,4,3,3,4,4,4,3,sichere Velowege,4,2,5,5,2,2,5,kindergerechte Spielplätze für klein und gross,100,0,1,0,1,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,2,5,2,2,2,1,0,0,1,1,0,0,0,0,1,1,1,0,0,3;2;1,,98,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,0,0,1,0,0,3,1,1,1,0,0,3;1;2,5,54,0,1,1,1,1,0,0,33,4,5,5,5,5,46,0,1,0,0,1,0,0,CHF 50000.00,46,0,0,0,1,0,0,4,3,3,3,4,4,3,2,2,2,10,1,1,1,1,,98,,99,10.01.2023 20:30,10.01.2023 21:17,2272,432,weiblich,Schweiz,Ortsbürger/in,verheiratet,2.1955,67,Zelgli,4,Mehrpersonen-Haushalt mit Kinder
1514659,1,Firefox,108,Android,1,1,2,34,1,4,12,19,1,1,3,1,-2,0,1,3,2,3,3,3,4,5,3,99,99,6,6,1,1,1,2,4,6,6,9,5,5,4,7,5,2,98,6,2,2,1,4,5,5,5,5,5,3,3,99,keine Anderen,3,2,4,1,2,2,3,"Durchmischung, Austausch, Integration",100,0,0,0,1,0,0,0,1,1,0,0,5,5,5,4,5,5,5,4,1,3,2,1,3,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3;1;2,Einmal ein anderer Ansatz als Mehrheitsdemokratie.,100,1,1,1,0,0,3;1;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,0,0,0,0,1,,0,0,0,0,1,,4,38,0,1,0,0,1,0,0,139,1,4,3,5,5,87,0,1,0,1,0,0,0,CHF 25000.00,87,1,1,1,1,0,0,4;1;3;2,4,1,4,3,4,3,2,2,2,13,1,1,2,1,,97,Schwierig verständliche Befragung.,100,10.01.2023 20:31,10.01.2023 21:09,2012,50542925,weiblich,Schweiz,Niederlassung CH,ledig,8.1988,34,Gönhard,2,Paar-/Zwei-Personenhaushalt
1514660,1,Firefox,108,Windows,2,1,2,15,1,4,12,19,1,1,3,2,2,2,2,3,3,3,3,3,99,99,2,99,99,99,99,13,1,1,1,5,99,99,99,8,6,3,8,5,3,98,98,1,2,1,98,98,5,98,98,98,98,98,98,,2,1,4,4,2,99,99,,97,1,0,1,0,0,1,0,0,0,0,0,3,2,2,3,4,2,4,5,1,99,99,99,99,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,38,1,0,1,1,1,0,0,103,3,1,2,4,5,87,1,0,0,0,1,0,0,CHF 45000.00,47,1,1,1,1,0,0,3;2;4;1,5,4,4,5,5,5,4,2,3,2,1,1,2,1,,97,,99,10.01.2023 20:31,10.01.2023 21:26,2967,4106447,weiblich,Schweiz,Niederlassung CH,ledig,7.2007,15,Siebenmatten,6,Mehrpersonen-Haushalt mit Kinder
1514666,1,,,,2,1,1,50,2,4,12,19,1,1,3,1,2,2,0,3,3,2,2,2,99,7,3,99,7,8,7,15,2,3,98,98,8,8,8,99,7,8,99,99,5,5,5,2,2,2,4,4,4,4,4,4,2,4,3,,2,1,5,5,5,1,5,"Abfall,  zu wenig Veloparkplatze",100,0,1,1,0,0,1,0,0,0,0,0,99,99,99,99,4,3,4,4,99,4,2,99,99,1,0,1,1,0,0,0,0,0,0,0,1,0,0,3,,99,1,1,1,0,0,3;1;2,0,0,0,0,1,,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,1,30,1,0,0,0,1,0,0,22,5,2,2,99,5,57,1,0,1,0,0,0,0,CHF 35000.00,123,0,0,0,0,1,0,,5,5,5,4,4,5,3,3,3,5,1,1,2,2,,#NULL!,,99,10.01.2023 20:34,10.01.2023 21:06,1889,153540,männlich,Schweiz,Ortsbürger/in,verheiratet,7.1972,50,Goldern,2,Paar-/Zwei-Personenhaushalt
1514679,1,Chrome,108,Android,1,1,2,33,1,4,12,19,1,1,3,1,0,1,2,4,3,3,4,4,3,8,8,4,5,7,7,26,1,1,2,5,7,7,7,7,9,3,8,99,4,6,6,1,2,2,3,4,5,4,4,4,3,2,99,,3,1,4,4,2,3,3,,97,0,1,0,0,0,1,0,1,0,0,0,3,3,3,3,3,3,3,2,1,5,4,2,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,3;1;2,Macht die meisten Einwohner zufrieden,100,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,5,25,0,0,0,0,1,0,0,19,2,3,4,4,5,23,1,0,0,0,1,0,0,CHF 45000.00,18,1,1,1,1,0,0,4;3;2;1,4,4,4,5,5,4,4,4,3,11,1,1,1,1,,98,,99,10.01.2023 20:43,10.01.2023 21:04,1211,30428,weiblich,Schweiz,Ortsbürger/in,verheiratet,2.1989,33,Scheibenschachen,5,Mehrpersonen-Haushalt mit Kinder
1514680,1,Chrome,108,Android,1,1,1,16,1,4,12,19,1,1,3,2,1,1,2,3,3,2,3,3,6,6,1,6,5,5,7,16,1,1,1,5,7,5,6,5,6,4,9,7,5,5,5,1,2,1,3,3,4,4,3,4,3,5,3,,4,2,4,4,2,2,2,,98,1,0,0,0,0,0,0,1,1,0,0,3,4,4,4,4,4,4,4,3,4,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,29,0,1,1,0,0,0,0,15,3,4,4,3,3,34,0,0,1,0,0,0,0,CHF 30000.00,15,0,0,0,0,1,0,,4,4,5,4,4,5,4,3,2,5,1,1,2,2,,#NULL!,,99,10.01.2023 20:44,10.01.2023 20:59,924,145311,männlich,Schweiz,Niederlassung CH,ledig,11.2006,16,Gönhard,4,Mehrpersonen-Haushalt mit Kinder
